Tag;English_Source
Reign1b_Placeholder;Enter noble title...
Reign1b_0_Content;{{0=crown}} {{1=reward}}<br><br><i>Reminder: The <icon=S3_CrownToken> token can only move into numbered spaces on the track. If a movement would cause it to move into the start or end space, this movement is ignored.</i>
Reign2_Title;Scientific Subsidies
Reign2_Content;<b>{{0=_}}</b> petitions the Crown to establish a Royal Grant for Applied Sciences, funneling tax revenue directly into the estate's laboratories for the betterment of the realm.<br><br><i>Effect: Gain $3, 1 Ingredient of your choice, and 2VP.</i>
Reign2_Content1;<link=0>Offer the scamps temporary lodging.</link> <i>This will result in: {{0=crownL}} All players may pay $1 to gain a <b>body</b> ingredient.</i><br><br><link=1>Run the rabble off.</link> <i>This will result in: {{1=crownR}} {{2=ch2}}</i>
Reign2b_Content;The advisor thanked me for the assistance. I was quite obliged by the compliment, but our mutually beneficial arrangement suited my needs splendidly. {{0=?|The drifters would certainly be put to work, I'm sure.|It was unfortunately not the season to house visitors, even if they were meant to be temporary.}}
Reign2b_Placeholder;Enter noble title...
Reign2b_0_Content;{{3=?|{{0=crownL}} Then, all players may pay $1 to gain a <b>body</b> ingredient.|{{1=crownR}} {{2=ch2}}}}<br><br><i>Reminder: The <icon=S3_CrownToken> token can only move into numbered spaces on the track. If a movement would cause it to move into the start or end space, this movement is ignored.</i>
Reign3_Title;Grave Robbing Clemency
Reign3_Content;<b>{{0=_}}</b> drafts a decree pardoning all offenses related to anatomical procurement when performed in the service of Royal Medical Research.<br><br><i>Effect: Gain 2 <icon=Bodies_Icon>, 1 <icon=Insanity_Icon>, and 3VP.</i>
Reign3_Content1;<link=0>Allow Hunting.</link> <i>This will result in: {{0=crownL}} Choose one <b>animal token</b> and return it to the game box. This animal can be in the possession of another player.</i><br><br><link=1>Disallow Hunting.</link> <i>This will result in: {{1=crownR}} {{2=ch2}}</i>
Reign3b_Content;The advisor thanked me for the assistance. I was happy to have control over such a strained situation. {{0=?|As expected, open season resulted in the extinction of one of our great native species. Survival of the fittest, I suppose.|}}
Reign3b_Placeholder;Enter noble title...
Reign3b_0_Content;{{3=?|{{0=crownL}} Choose one <b>animal token</b> and return it to the game box. This animal can be in the possession of another player.|{{1=crownR}} {{2=ch2}}}}<br><br><i>Reminder: The <icon=S3_CrownToken> token can only move into numbered spaces on the track. If a movement would cause it to move into the start or end space, this movement is ignored.</i>
Reign4_Title;Charitable Hospitals
Reign4_Content;<b>{{0=_}}</b> establishes a wing of free royal clinics for war veterans and their families, earning the adoration of the townsfolk and easing tensions across the region.<br><br><i>Effect: Move your marker 1 space left on the Insanity Track, move the Angry Mob 1 space left, and gain 3VP.</i>
Reign4_Content1;<link=0>Allow Demonstrations.</link> <i>This will result in: {{0=crownL}} The negative effect for having a Separatist token will be removed.</i><br><br><link=1>Crack Down.</link> <i>This will result in: {{1=crownR}} A player with a Separatist token face-up cannot place their Self into Town at all.</i>
Reign4b_Content;The advisor thanked me for the assistance. The situation was under control. {{0=?|Personal freedom, as always, was paramount to me.|There will be no mercy for traitors. The military would see to their dispersal.}}
Reign4b_Placeholder;Enter noble title...
Reign4b_0_Content;{{2=?|{{0=crownL}} The negative effect for having a Separatist token will be removed. The restriction on Self tokens is lifted.|{{1=crownR}} A player with a Separatist token face-up cannot place their Self into Town at all.}}<br><br><i>Reminder: The <icon=S3_CrownToken> token can only move into numbered spaces on the track. If a movement would cause it to move into the start or end space, this movement is ignored.</i>
Reign5_Title;Royal Conscription
Reign5_Content;<b>{{0=_}}</b> invokes emergency royal authority to conscript debtors and prisoners into indentured service at the estate's experimental facilities.<br><br><i>Effect: Gain 1 Servant from Lost & Found (or Supply), 1 <icon=Bodies_Icon>, 1 <icon=Creepy_Icon>, and 4VP.</i>
Reign5_Content1;<link=0>Decree this law</link><br><br><link=1>Consider a different law</link>
Reign5b_Content;Fear ripples through the town as <b>{{0=_}}</b> is granted a formidable new title by the Crown! Enter the new title prefix for <b>{{0=_}}</b>:
Reign5b_Placeholder;Enter noble title...
Reign5b_0_Content;<b>{{0=_}}</b> gains 1 Servant from Lost & Found (or the Supply), 1 <icon=Bodies_Icon>, 1 <icon=Creepy_Icon>, and 4VP.
Reign6_Title;Public Works & Parks
Reign6_Content;<b>{{0=_}}</b> commissions grand gardens, streetlamps, and libraries throughout the town, ushering in a golden era of civic pride and academic prestige.<br><br><i>Effect: Gain 1 Knowledge of your choice, 1 Estate Upgrade from the display, and 4VP.</i>
Reign6_Content1;<link=0>Allow the people their fun.</link> <i>This will result in: {{0=crownL}} All players <b>lose 2 <icon=Creepy_Icon>.</b> You gain 2VP.</i><br><br><link=1>This is sacrilege!</link> <i>This will result in: {{1=crownR}} Choose a player to immediately <b>gain 2 <icon=Creepy_Icon></b>.</i>
Reign6b_Content;The advisor thanked me for the assistance. Religion is such a delicate matter. {{0=?|And by treating it without any delicacy whatsoever, my cousins and I enjoyed a moments respite from general persecution.|It could not be taken lightly. My cousin would do well to remember this next time!}}
Reign6b_Placeholder;Enter noble title...
Reign6b_0_Content;{{2=?|{{0=crownL}} All players <b>lose 2 <icon=Creepy_Icon>.</b> You gain 2VP.|{{1=crownR}} Choose a player to immediately <b>gain 2 <icon=Creepy_Icon></b>.}}<br><br><i>Reminder: The <icon=S3_CrownToken> token can only move into numbered spaces on the track. If a movement would cause it to move into the start or end space, this movement is ignored.</i>
Reign7_Title;Inquisitorial Warrant
Reign7_Content;<b>{{0=_}}</b> convinces the Royal Inquisition to raid a rival cousin's laboratory under suspicion of treasonous conspiracy, seizing their research materials.<br><br><i>Effect: Steal 1 Ingredient or <icon=Bodies_Icon> from another player (unless they pay you $2), gain 1 <icon=Creepy_Icon>, and gain 5VP.</i>
Reign7_Content1;<link=0>A little for myself.</link> <i>This will result in: {{0=crownL}} {{1=ch1}}</i><br><br><link=1>Glory to ME.</link> <i>This will result in: {{2=crownR}} Choose your own title that will display with your name for the rest of the story.</i>
Reign7b_Title;Inquisitorial Target
Reign7b_Content;The advisor, when he resumed consciousness, thanked me for the assistance. I informed him that the business was secured and the people would be overjoyed with his decisiveness.
Reign7b_Content1;Select a player to raid:{{0=?|<br><br><link=0>Player 1</link>}}{{1=?|<br><br><link=1>Player 2</link>}}{{2=?|<br><br><link=2>Player 3</link>}}{{3=?|<br><br><link=3>Player 4</link>}}{{4=?|<br><br><link=4>Player 5</link>}}
Reign7c_Content;Please enter your brand new Regal title.
Reign7c_Placeholder;Enter noble title...
Reign7c_0_Content;<b>{{0=_}}</b> gains 1 <icon=Creepy_Icon> and 5VP. Now <b>{{1=_}}</b> must respond to the warrant!
Reign7c2_Title;Thank You, {{0=reigntemp}}
Reign7c2_Content;The advisor, when he regained his sense, thanked me for the assistance. I thrice reminded him to refer to me as {{0=reigntemp}}. Ah, {{0=reigntemp}}. Such a glorious title!
Reign7c2_Content1;Will <b>{{0=_}}</b> pay a $2 bribe to the Inquisitors (paid to <b>{{0=_}}</b>'s rival) to prevent them from seizing 1 Ingredient or <icon=Bodies_Icon>?<br><br><link=0>Yes (Pay $2)</link> | <link=1>No (Allow seizure)</link>
Reign7c2_Popup_Content;{{2=?|<b>{{0=_}}</b> pays $2 directly to <b>{{1=_}}</b> to turn the Inquisitors away.|<b>{{1=_}}</b> takes 1 Ingredient or 1 <icon=Bodies_Icon> of their choice from <b>{{0=_}}</b>'s estate!}}
